,,Missing,Overall
"phosphate, n (%)",-4.341178557,,7 (0.0)
"phosphate, n (%)",-4.424493459,,3 (0.0)
"phosphate, n (%)",-4.507808361,,3 (0.0)
"phosphate, n (%)",-4.591123263,,4 (0.0)
"phosphate, n (%)",-4.674438165,,2 (0.0)
"phosphate, n (%)",-4.757753068,,4 (0.0)
"phosphate, n (%)",-4.84106797,,2 (0.0)
"phosphate, n (%)",-5.007697774,,2 (0.0)
"phosphate, n (%)",-5.174327578,,8 (0.1)
"phosphate, n (%)",0.074511253,,133 (0.9)
"phosphate, n (%)",0.157826155,,140 (0.9)
"phosphate, n (%)",0.241141057,,124 (0.8)
"phosphate, n (%)",0.32445596,,127 (0.8)
"phosphate, n (%)",0.407770862,,121 (0.8)
"phosphate, n (%)",0.491085764,,130 (0.8)
"phosphate, n (%)",0.574400666,,109 (0.7)
"phosphate, n (%)",0.657715568,,115 (0.7)
"phosphate, n (%)",0.74103047,,125 (0.8)
"phosphate, n (%)",0.824345372,,99 (0.6)
"phosphate, n (%)",0.907660274,,130 (0.8)
"phosphate, n (%)",0.990975176,,108 (0.7)
"phosphate, n (%)",1.074290078,,117 (0.8)
"phosphate, n (%)",1.15760498,,78 (0.5)
"phosphate, n (%)",1.240919882,,86 (0.6)
"phosphate, n (%)",1.324234785,,86 (0.6)
"phosphate, n (%)",1.407549687,,86 (0.6)
"phosphate, n (%)",1.490864589,,83 (0.5)
"phosphate, n (%)",1.574179491,,80 (0.5)
"phosphate, n (%)",1.657494393,,90 (0.6)
"phosphate, n (%)",1.740809295,,74 (0.5)
"phosphate, n (%)",1.824124197,,71 (0.5)
"phosphate, n (%)",1.85e-15,,9361 (60.5)
"phosphate, n (%)",1.907439099,,68 (0.4)
"phosphate, n (%)",1.990754001,,63 (0.4)
"phosphate, n (%)",2.074068903,,45 (0.3)
"phosphate, n (%)",2.157383805,,68 (0.4)
"phosphate, n (%)",2.240698707,,46 (0.3)
"phosphate, n (%)",2.32401361,,40 (0.3)
"phosphate, n (%)",2.407328512,,35 (0.2)
"phosphate, n (%)",2.490643414,,29 (0.2)
"phosphate, n (%)",2.573958316,,35 (0.2)
"phosphate, n (%)",2.657273218,,31 (0.2)
"phosphate, n (%)",2.74058812,,27 (0.2)
"phosphate, n (%)",2.823903022,,24 (0.2)
"phosphate, n (%)",2.907217924,,18 (0.1)
"phosphate, n (%)",2.990532826,,16 (0.1)
"phosphate, n (%)",3.073847728,,18 (0.1)
"phosphate, n (%)",3.15716263,,11 (0.1)
"phosphate, n (%)",3.240477532,,9 (0.1)
"phosphate, n (%)",3.323792435,,16 (0.1)
"phosphate, n (%)",3.407107337,,9 (0.1)
"phosphate, n (%)",3.490422239,,15 (0.1)
"phosphate, n (%)",3.573737141,,9 (0.1)
"phosphate, n (%)",3.657052043,,10 (0.1)
"phosphate, n (%)",3.740366945,,8 (0.1)
"phosphate, n (%)",3.823681847,,6 (0.0)
"phosphate, n (%)",3.906996749,,4 (0.0)
"phosphate, n (%)",3.990311651,,7 (0.0)
"phosphate, n (%)",4.073626553,,6 (0.0)
"phosphate, n (%)",4.156941455,,3 (0.0)
"phosphate, n (%)",4.240256357,,4 (0.0)
"phosphate, n (%)",4.32357126,,2 (0.0)
"phosphate, n (%)",4.406886162,,3 (0.0)
"phosphate, n (%)",4.490201064,,4 (0.0)
"phosphate, n (%)",4.573515966,,6 (0.0)
"phosphate, n (%)",4.656830868,,1 (0.0)
"phosphate, n (%)",4.74014577,,2 (0.0)
"phosphate, n (%)",4.823460672,,2 (0.0)
"phosphate, n (%)",4.906775574,,1 (0.0)
"phosphate, n (%)",4.990090476,,1 (0.0)
"phosphate, n (%)",5.15672028,,1 (0.0)
"phosphate, n (%)",5.489979889,,8 (0.1)
"albumin, n (%)",-0.375458124,,536 (3.5)
"albumin, n (%)",-0.783454128,,443 (2.9)
"albumin, n (%)",-1.191450132,,331 (2.1)
"albumin, n (%)",-1.599446136,,262 (1.7)
"albumin, n (%)",-2.007442141,,178 (1.1)
"albumin, n (%)",-2.415438145,,136 (0.9)
"albumin, n (%)",-2.823434149,,89 (0.6)
"albumin, n (%)",-3.231430153,,72 (0.5)
"albumin, n (%)",-3.639426158,,52 (0.3)
"albumin, n (%)",-4.047422162,,30 (0.2)
"albumin, n (%)",-4.455418166,,22 (0.1)
"albumin, n (%)",-4.863414171,,23 (0.1)
"albumin, n (%)",-5.271410175,,17 (0.1)
"albumin, n (%)",-5.679406179,,19 (0.1)
"albumin, n (%)",-6.087402183,,13 (0.1)
"albumin, n (%)",-6.495398188,,11 (0.1)
"albumin, n (%)",-6.903394192,,10 (0.1)
"albumin, n (%)",-7.311390196,,7 (0.0)
"albumin, n (%)",0.032537881,,606 (3.9)
"albumin, n (%)",0.440533885,,657 (4.2)
"albumin, n (%)",0.848529889,,651 (4.2)
"albumin, n (%)",1.256525894,,537 (3.5)
"albumin, n (%)",1.664521898,,364 (2.4)
"albumin, n (%)",2.072517902,,280 (1.8)
"albumin, n (%)",2.480513906,,142 (0.9)
"albumin, n (%)",2.888509911,,74 (0.5)
"albumin, n (%)",2.9e-15,,9857 (63.7)
"albumin, n (%)",3.296505915,,34 (0.2)
"albumin, n (%)",3.704501919,,21 (0.1)
"albumin, n (%)",4.112497924,,4 (0.0)
"albumin, n (%)",4.265088429,,6 (0.0)
"esas_nausea, n (%)",-0.532361382,,10346 (66.8)
"esas_nausea, n (%)",0.04423932,,1735 (11.2)
"esas_nausea, n (%)",0.620840022,,1194 (7.7)
"esas_nausea, n (%)",1.197440725,,784 (5.1)
"esas_nausea, n (%)",1.774041427,,459 (3.0)
"esas_nausea, n (%)",2.350642129,,413 (2.7)
"esas_nausea, n (%)",2.927242831,,222 (1.4)
"esas_nausea, n (%)",3.503843533,,164 (1.1)
"esas_nausea, n (%)",4.080444236,,89 (0.6)
"esas_nausea, n (%)",4.657044938,,52 (0.3)
"esas_nausea, n (%)",5.23364564,,26 (0.2)
"esas_depression, n (%)",-0.192624345,,1795 (11.6)
"esas_depression, n (%)",-0.66575178,,8623 (55.7)
"esas_depression, n (%)",0.280503091,,1556 (10.0)
"esas_depression, n (%)",0.753630526,,1062 (6.9)
"esas_depression, n (%)",1.226757962,,687 (4.4)
"esas_depression, n (%)",1.699885398,,740 (4.8)
"esas_depression, n (%)",2.173012833,,383 (2.5)
"esas_depression, n (%)",2.646140269,,333 (2.2)
"esas_depression, n (%)",3.119267704,,182 (1.2)
"esas_depression, n (%)",3.59239514,,68 (0.4)
"esas_depression, n (%)",4.065522576,,55 (0.4)
"hematocrit, n (%)",-0.022184506,,57 (0.4)
"hematocrit, n (%)",-0.052140953,,63 (0.4)
"hematocrit, n (%)",-0.0820974,,62 (0.4)
"hematocrit, n (%)",-0.112053847,,53 (0.3)
"hematocrit, n (%)",-0.142010294,,56 (0.4)
"hematocrit, n (%)",-0.171966741,,62 (0.4)
"hematocrit, n (%)",-0.201923188,,119 (0.8)
"hematocrit, n (%)",-0.231879634,,60 (0.4)
"hematocrit, n (%)",-0.261836081,,64 (0.4)
"hematocrit, n (%)",-0.291792528,,49 (0.3)
"hematocrit, n (%)",-0.321748975,,61 (0.4)
"hematocrit, n (%)",-0.351705422,,57 (0.4)
"hematocrit, n (%)",-0.381661869,,67 (0.4)
"hematocrit, n (%)",-0.411618316,,59 (0.4)
"hematocrit, n (%)",-0.441574763,,60 (0.4)
"hematocrit, n (%)",-0.471531209,,57 (0.4)
"hematocrit, n (%)",-0.501487656,,105 (0.7)
"hematocrit, n (%)",-0.531444103,,47 (0.3)
"hematocrit, n (%)",-0.56140055,,44 (0.3)
"hematocrit, n (%)",-0.591356997,,62 (0.4)
"hematocrit, n (%)",-0.621313444,,50 (0.3)
"hematocrit, n (%)",-0.651269891,,59 (0.4)
"hematocrit, n (%)",-0.681226337,,55 (0.4)
"hematocrit, n (%)",-0.711182784,,46 (0.3)
"hematocrit, n (%)",-0.741139231,,61 (0.4)
"hematocrit, n (%)",-0.771095678,,51 (0.3)
"hematocrit, n (%)",-0.801052125,,110 (0.7)
"hematocrit, n (%)",-0.831008572,,51 (0.3)
"hematocrit, n (%)",-0.860965019,,61 (0.4)
"hematocrit, n (%)",-0.890921466,,48 (0.3)
"hematocrit, n (%)",-0.920877912,,60 (0.4)
"hematocrit, n (%)",-0.950834359,,53 (0.3)
"hematocrit, n (%)",-0.980790806,,49 (0.3)
"hematocrit, n (%)",-1.010747253,,52 (0.3)
"hematocrit, n (%)",-1.0407037,,63 (0.4)
"hematocrit, n (%)",-1.070660147,,52 (0.3)
"hematocrit, n (%)",-1.100616594,,105 (0.7)
"hematocrit, n (%)",-1.130573041,,50 (0.3)
"hematocrit, n (%)",-1.160529487,,58 (0.4)
"hematocrit, n (%)",-1.190485934,,34 (0.2)
"hematocrit, n (%)",-1.220442381,,41 (0.3)
"hematocrit, n (%)",-1.250398828,,36 (0.2)
"hematocrit, n (%)",-1.280355275,,40 (0.3)
"hematocrit, n (%)",-1.310311722,,39 (0.3)
"hematocrit, n (%)",-1.340268169,,51 (0.3)
"hematocrit, n (%)",-1.370224616,,51 (0.3)
"hematocrit, n (%)",-1.400181062,,78 (0.5)
"hematocrit, n (%)",-1.430137509,,30 (0.2)
"hematocrit, n (%)",-1.460093956,,46 (0.3)
"hematocrit, n (%)",-1.490050403,,41 (0.3)
"hematocrit, n (%)",-1.52000685,,43 (0.3)
"hematocrit, n (%)",-1.549963297,,37 (0.2)
"hematocrit, n (%)",-1.579919744,,42 (0.3)
"hematocrit, n (%)",-1.609876191,,44 (0.3)
"hematocrit, n (%)",-1.639832637,,29 (0.2)
"hematocrit, n (%)",-1.669789084,,38 (0.2)
"hematocrit, n (%)",-1.699745531,,62 (0.4)
"hematocrit, n (%)",-1.729701978,,31 (0.2)
"hematocrit, n (%)",-1.759658425,,34 (0.2)
"hematocrit, n (%)",-1.789614872,,34 (0.2)
"hematocrit, n (%)",-1.819571319,,40 (0.3)
"hematocrit, n (%)",-1.849527765,,25 (0.2)
"hematocrit, n (%)",-1.879484212,,34 (0.2)
"hematocrit, n (%)",-1.909440659,,25 (0.2)
"hematocrit, n (%)",-1.939397106,,20 (0.1)
"hematocrit, n (%)",-1.969353553,,28 (0.2)
"hematocrit, n (%)",-1.99931,,41 (0.3)
"hematocrit, n (%)",-2.029266447,,21 (0.1)
"hematocrit, n (%)",-2.059222894,,20 (0.1)
"hematocrit, n (%)",-2.08917934,,18 (0.1)
"hematocrit, n (%)",-2.119135787,,30 (0.2)
"hematocrit, n (%)",-2.149092234,,14 (0.1)
"hematocrit, n (%)",-2.179048681,,13 (0.1)
"hematocrit, n (%)",-2.209005128,,29 (0.2)
"hematocrit, n (%)",-2.238961575,,18 (0.1)
"hematocrit, n (%)",-2.268918022,,21 (0.1)
"hematocrit, n (%)",-2.298874469,,34 (0.2)
"hematocrit, n (%)",-2.328830915,,17 (0.1)
"hematocrit, n (%)",-2.358787362,,19 (0.1)
"hematocrit, n (%)",-2.388743809,,20 (0.1)
"hematocrit, n (%)",-2.418700256,,10 (0.1)
"hematocrit, n (%)",-2.448656703,,13 (0.1)
"hematocrit, n (%)",-2.47861315,,13 (0.1)
"hematocrit, n (%)",-2.508569597,,10 (0.1)
"hematocrit, n (%)",-2.538526044,,13 (0.1)
"hematocrit, n (%)",-2.56848249,,9 (0.1)
"hematocrit, n (%)",-2.598438937,,19 (0.1)
"hematocrit, n (%)",-2.628395384,,12 (0.1)
"hematocrit, n (%)",-2.658351831,,11 (0.1)
"hematocrit, n (%)",-2.688308278,,11 (0.1)
"hematocrit, n (%)",-2.718264725,,13 (0.1)
"hematocrit, n (%)",-2.748221172,,10 (0.1)
"hematocrit, n (%)",-2.778177618,,7 (0.0)
"hematocrit, n (%)",-2.808134065,,8 (0.1)
"hematocrit, n (%)",-2.838090512,,6 (0.0)
"hematocrit, n (%)",-2.868046959,,7 (0.0)
"hematocrit, n (%)",-2.898003406,,18 (0.1)
"hematocrit, n (%)",-2.927959853,,6 (0.0)
"hematocrit, n (%)",-2.9579163,,3 (0.0)
"hematocrit, n (%)",-2.987872747,,2 (0.0)
"hematocrit, n (%)",-3.017829193,,4 (0.0)
"hematocrit, n (%)",-3.04778564,,6 (0.0)
"hematocrit, n (%)",-3.077742087,,6 (0.0)
"hematocrit, n (%)",-3.107698534,,8 (0.1)
"hematocrit, n (%)",-3.137654981,,5 (0.0)
"hematocrit, n (%)",-3.167611428,,3 (0.0)
"hematocrit, n (%)",-3.197567875,,12 (0.1)
"hematocrit, n (%)",-3.227524322,,1 (0.0)
"hematocrit, n (%)",-3.257480768,,1 (0.0)
"hematocrit, n (%)",-3.287437215,,7 (0.0)
"hematocrit, n (%)",-3.317393662,,1 (0.0)
"hematocrit, n (%)",-3.347350109,,3 (0.0)
"hematocrit, n (%)",-3.377306556,,1 (0.0)
"hematocrit, n (%)",-3.407263003,,1 (0.0)
"hematocrit, n (%)",-3.467175897,,2 (0.0)
"hematocrit, n (%)",-3.497132343,,2 (0.0)
"hematocrit, n (%)",-3.52708879,,2 (0.0)
"hematocrit, n (%)",-3.557045237,,1 (0.0)
"hematocrit, n (%)",-3.616958131,,2 (0.0)
"hematocrit, n (%)",-3.61983395,,8 (0.1)
"hematocrit, n (%)",0.0,,7515 (48.5)
"hematocrit, n (%)",0.007771941,,62 (0.4)
"hematocrit, n (%)",0.037728387,,68 (0.4)
"hematocrit, n (%)",0.067684834,,56 (0.4)
"hematocrit, n (%)",0.097641281,,95 (0.6)
"hematocrit, n (%)",0.127597728,,48 (0.3)
"hematocrit, n (%)",0.157554175,,51 (0.3)
"hematocrit, n (%)",0.187510622,,64 (0.4)
"hematocrit, n (%)",0.217467069,,53 (0.3)
"hematocrit, n (%)",0.247423516,,65 (0.4)
"hematocrit, n (%)",0.277379962,,55 (0.4)
"hematocrit, n (%)",0.307336409,,59 (0.4)
"hematocrit, n (%)",0.337292856,,55 (0.4)
"hematocrit, n (%)",0.367249303,,53 (0.3)
"hematocrit, n (%)",0.39720575,,86 (0.6)
"hematocrit, n (%)",0.427162197,,58 (0.4)
"hematocrit, n (%)",0.457118644,,47 (0.3)
"hematocrit, n (%)",0.487075091,,63 (0.4)
"hematocrit, n (%)",0.517031537,,76 (0.5)
"hematocrit, n (%)",0.546987984,,65 (0.4)
"hematocrit, n (%)",0.576944431,,56 (0.4)
"hematocrit, n (%)",0.606900878,,48 (0.3)
"hematocrit, n (%)",0.636857325,,66 (0.4)
"hematocrit, n (%)",0.666813772,,62 (0.4)
"hematocrit, n (%)",0.696770219,,85 (0.5)
"hematocrit, n (%)",0.726726665,,55 (0.4)
"hematocrit, n (%)",0.756683112,,56 (0.4)
"hematocrit, n (%)",0.786639559,,54 (0.3)
"hematocrit, n (%)",0.816596006,,61 (0.4)
"hematocrit, n (%)",0.846552453,,53 (0.3)
"hematocrit, n (%)",0.8765089,,66 (0.4)
"hematocrit, n (%)",0.906465347,,59 (0.4)
"hematocrit, n (%)",0.936421794,,44 (0.3)
"hematocrit, n (%)",0.96637824,,52 (0.3)
"hematocrit, n (%)",0.996334687,,69 (0.4)
"hematocrit, n (%)",1.026291134,,46 (0.3)
"hematocrit, n (%)",1.056247581,,37 (0.2)
"hematocrit, n (%)",1.086204028,,45 (0.3)
"hematocrit, n (%)",1.116160475,,56 (0.4)
"hematocrit, n (%)",1.146116922,,51 (0.3)
"hematocrit, n (%)",1.176073369,,34 (0.2)
"hematocrit, n (%)",1.206029815,,36 (0.2)
"hematocrit, n (%)",1.235986262,,39 (0.3)
"hematocrit, n (%)",1.265942709,,43 (0.3)
"hematocrit, n (%)",1.295899156,,55 (0.4)
"hematocrit, n (%)",1.325855603,,48 (0.3)
"hematocrit, n (%)",1.35581205,,43 (0.3)
"hematocrit, n (%)",1.385768497,,44 (0.3)
"hematocrit, n (%)",1.415724944,,44 (0.3)
"hematocrit, n (%)",1.44568139,,31 (0.2)
"hematocrit, n (%)",1.475637837,,41 (0.3)
"hematocrit, n (%)",1.505594284,,34 (0.2)
"hematocrit, n (%)",1.535550731,,29 (0.2)
"hematocrit, n (%)",1.565507178,,28 (0.2)
"hematocrit, n (%)",1.595463625,,35 (0.2)
"hematocrit, n (%)",1.625420072,,31 (0.2)
"hematocrit, n (%)",1.655376519,,32 (0.2)
"hematocrit, n (%)",1.685332965,,24 (0.2)
"hematocrit, n (%)",1.715289412,,32 (0.2)
"hematocrit, n (%)",1.745245859,,30 (0.2)
"hematocrit, n (%)",1.775202306,,42 (0.3)
"hematocrit, n (%)",1.805158753,,13 (0.1)
"hematocrit, n (%)",1.8351152,,24 (0.2)
"hematocrit, n (%)",1.865071647,,29 (0.2)
"hematocrit, n (%)",1.895028093,,47 (0.3)
"hematocrit, n (%)",1.92498454,,27 (0.2)
"hematocrit, n (%)",1.954940987,,29 (0.2)
"hematocrit, n (%)",1.984897434,,26 (0.2)
"hematocrit, n (%)",2.014853881,,22 (0.1)
"hematocrit, n (%)",2.044810328,,27 (0.2)
"hematocrit, n (%)",2.074766775,,27 (0.2)
"hematocrit, n (%)",2.104723222,,23 (0.1)
"hematocrit, n (%)",2.134679668,,16 (0.1)
"hematocrit, n (%)",2.164636115,,21 (0.1)
"hematocrit, n (%)",2.194592562,,32 (0.2)
"hematocrit, n (%)",2.224549009,,18 (0.1)
"hematocrit, n (%)",2.254505456,,14 (0.1)
"hematocrit, n (%)",2.284461903,,21 (0.1)
"hematocrit, n (%)",2.31441835,,10 (0.1)
"hematocrit, n (%)",2.344374797,,18 (0.1)
"hematocrit, n (%)",2.374331243,,15 (0.1)
"hematocrit, n (%)",2.40428769,,17 (0.1)
"hematocrit, n (%)",2.434244137,,17 (0.1)
"hematocrit, n (%)",2.464200584,,19 (0.1)
"hematocrit, n (%)",2.494157031,,25 (0.2)
"hematocrit, n (%)",2.524113478,,10 (0.1)
"hematocrit, n (%)",2.554069925,,19 (0.1)
"hematocrit, n (%)",2.584026372,,11 (0.1)
"hematocrit, n (%)",2.613982818,,15 (0.1)
"hematocrit, n (%)",2.643939265,,7 (0.0)
"hematocrit, n (%)",2.673895712,,9 (0.1)
"hematocrit, n (%)",2.703852159,,8 (0.1)
"hematocrit, n (%)",2.733808606,,9 (0.1)
"hematocrit, n (%)",2.763765053,,7 (0.0)
"hematocrit, n (%)",2.7937215,,18 (0.1)
"hematocrit, n (%)",2.823677947,,8 (0.1)
"hematocrit, n (%)",2.853634393,,9 (0.1)
"hematocrit, n (%)",2.88359084,,10 (0.1)
"hematocrit, n (%)",2.913547287,,12 (0.1)
"hematocrit, n (%)",2.943503734,,4 (0.0)
"hematocrit, n (%)",2.973460181,,8 (0.1)
"hematocrit, n (%)",3.003416628,,8 (0.1)
"hematocrit, n (%)",3.033373075,,10 (0.1)
"hematocrit, n (%)",3.063329521,,8 (0.1)
"hematocrit, n (%)",3.093285968,,12 (0.1)
"hematocrit, n (%)",3.123242415,,7 (0.0)
"hematocrit, n (%)",3.153198862,,4 (0.0)
"hematocrit, n (%)",3.183155309,,5 (0.0)
"hematocrit, n (%)",3.213111756,,6 (0.0)
"hematocrit, n (%)",3.243068203,,8 (0.1)
"hematocrit, n (%)",3.27302465,,4 (0.0)
"hematocrit, n (%)",3.302981096,,5 (0.0)
"hematocrit, n (%)",3.332937543,,3 (0.0)
"hematocrit, n (%)",3.36289399,,2 (0.0)
"hematocrit, n (%)",3.392850437,,9 (0.1)
"hematocrit, n (%)",3.422806884,,2 (0.0)
"hematocrit, n (%)",3.452763331,,3 (0.0)
"hematocrit, n (%)",3.482719778,,3 (0.0)
"hematocrit, n (%)",3.512676225,,5 (0.0)
"hematocrit, n (%)",3.542632671,,3 (0.0)
"hematocrit, n (%)",3.572589118,,2 (0.0)
"hematocrit, n (%)",3.602545565,,3 (0.0)
"hematocrit, n (%)",3.632502012,,2 (0.0)
"hematocrit, n (%)",3.662458459,,2 (0.0)
"hematocrit, n (%)",3.692414906,,2 (0.0)
"hematocrit, n (%)",3.722371353,,1 (0.0)
"hematocrit, n (%)",3.7523278,,4 (0.0)
"hematocrit, n (%)",3.782284246,,1 (0.0)
"hematocrit, n (%)",3.812240693,,3 (0.0)
"hematocrit, n (%)",3.84219714,,2 (0.0)
"hematocrit, n (%)",3.872153587,,1 (0.0)
"hematocrit, n (%)",3.962022928,,2 (0.0)
"hematocrit, n (%)",3.991979375,,1 (0.0)
"hematocrit, n (%)",4.021935821,,1 (0.0)
"hematocrit, n (%)",4.051892268,,1 (0.0)
"hematocrit, n (%)",4.111805162,,3 (0.0)
"hematocrit, n (%)",4.141761609,,1 (0.0)
"hematocrit, n (%)",4.201674503,,1 (0.0)
"hematocrit, n (%)",4.261587396,,2 (0.0)
"hematocrit, n (%)",4.266380428,,8 (0.1)
"esas_pain, n (%)",-0.227528975,,1964 (12.7)
"esas_pain, n (%)",-0.686798777,,8250 (53.3)
"esas_pain, n (%)",0.231740827,,1478 (9.5)
"esas_pain, n (%)",0.691010629,,1240 (8.0)
"esas_pain, n (%)",1.15028043,,755 (4.9)
"esas_pain, n (%)",1.609550232,,647 (4.2)
"esas_pain, n (%)",2.068820034,,374 (2.4)
"esas_pain, n (%)",2.528089836,,389 (2.5)
"esas_pain, n (%)",2.987359638,,241 (1.6)
"esas_pain, n (%)",3.446629439,,95 (0.6)
"esas_pain, n (%)",3.905899241,,51 (0.3)
"mean_corpuscular_hemoglobin, n (%)",-0.038137528,,137 (0.9)
"mean_corpuscular_hemoglobin, n (%)",-0.08563213,,114 (0.7)
"mean_corpuscular_hemoglobin, n (%)",-0.133126732,,120 (0.8)
"mean_corpuscular_hemoglobin, n (%)",-0.180621334,,102 (0.7)
"mean_corpuscular_hemoglobin, n (%)",-0.228115936,,117 (0.8)
"mean_corpuscular_hemoglobin, n (%)",-0.275610539,,137 (0.9)
"mean_corpuscular_hemoglobin, n (%)",-0.323105141,,116 (0.7)
"mean_corpuscular_hemoglobin, n (%)",-0.370599743,,100 (0.6)
"mean_corpuscular_hemoglobin, n (%)",-0.418094345,,113 (0.7)
"mean_corpuscular_hemoglobin, n (%)",-0.465588947,,122 (0.8)
"mean_corpuscular_hemoglobin, n (%)",-0.513083549,,115 (0.7)
"mean_corpuscular_hemoglobin, n (%)",-0.560578152,,87 (0.6)
"mean_corpuscular_hemoglobin, n (%)",-0.608072754,,97 (0.6)
"mean_corpuscular_hemoglobin, n (%)",-0.655567356,,82 (0.5)
"mean_corpuscular_hemoglobin, n (%)",-0.703061958,,101 (0.7)
"mean_corpuscular_hemoglobin, n (%)",-0.75055656,,89 (0.6)
"mean_corpuscular_hemoglobin, n (%)",-0.798051162,,101 (0.7)
"mean_corpuscular_hemoglobin, n (%)",-0.845545764,,73 (0.5)
"mean_corpuscular_hemoglobin, n (%)",-0.893040367,,97 (0.6)
"mean_corpuscular_hemoglobin, n (%)",-0.940534969,,80 (0.5)
"mean_corpuscular_hemoglobin, n (%)",-0.988029571,,83 (0.5)
"mean_corpuscular_hemoglobin, n (%)",-1.035524173,,67 (0.4)
"mean_corpuscular_hemoglobin, n (%)",-1.083018775,,91 (0.6)
"mean_corpuscular_hemoglobin, n (%)",-1.130513377,,69 (0.4)
"mean_corpuscular_hemoglobin, n (%)",-1.17800798,,71 (0.5)
"mean_corpuscular_hemoglobin, n (%)",-1.225502582,,52 (0.3)
"mean_corpuscular_hemoglobin, n (%)",-1.272997184,,72 (0.5)
"mean_corpuscular_hemoglobin, n (%)",-1.320491786,,55 (0.4)
"mean_corpuscular_hemoglobin, n (%)",-1.367986388,,70 (0.5)
"mean_corpuscular_hemoglobin, n (%)",-1.41548099,,50 (0.3)
"mean_corpuscular_hemoglobin, n (%)",-1.462975593,,44 (0.3)
"mean_corpuscular_hemoglobin, n (%)",-1.510470195,,49 (0.3)
"mean_corpuscular_hemoglobin, n (%)",-1.557964797,,54 (0.3)
"mean_corpuscular_hemoglobin, n (%)",-1.605459399,,42 (0.3)
"mean_corpuscular_hemoglobin, n (%)",-1.652954001,,35 (0.2)
"mean_corpuscular_hemoglobin, n (%)",-1.700448603,,30 (0.2)
"mean_corpuscular_hemoglobin, n (%)",-1.747943205,,32 (0.2)
"mean_corpuscular_hemoglobin, n (%)",-1.795437808,,39 (0.3)
"mean_corpuscular_hemoglobin, n (%)",-1.84293241,,38 (0.2)
"mean_corpuscular_hemoglobin, n (%)",-1.890427012,,24 (0.2)
"mean_corpuscular_hemoglobin, n (%)",-1.937921614,,37 (0.2)
"mean_corpuscular_hemoglobin, n (%)",-1.985416216,,29 (0.2)
"mean_corpuscular_hemoglobin, n (%)",-2.032910818,,23 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-2.080405421,,24 (0.2)
"mean_corpuscular_hemoglobin, n (%)",-2.127900023,,22 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-2.175394625,,24 (0.2)
"mean_corpuscular_hemoglobin, n (%)",-2.222889227,,17 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-2.270383829,,11 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-2.317878431,,20 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-2.365373033,,19 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-2.412867636,,16 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-2.460362238,,19 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-2.50785684,,22 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-2.555351442,,18 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-2.602846044,,14 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-2.650340646,,9 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-2.697835249,,13 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-2.745329851,,9 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-2.792824453,,13 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-2.840319055,,11 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-2.887813657,,4 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-2.935308259,,15 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-2.982802862,,10 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-3.030297464,,10 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-3.077792066,,5 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-3.125286668,,6 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-3.17278127,,10 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-3.220275872,,9 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-3.267770474,,11 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-3.315265077,,13 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-3.362759679,,3 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-3.410254281,,7 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-3.457748883,,10 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-3.505243485,,9 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-3.552738087,,5 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-3.60023269,,10 (0.1)
"mean_corpuscular_hemoglobin, n (%)",-3.647727292,,6 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-3.742716496,,2 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-3.790211098,,6 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-3.8377057,,5 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-3.885200302,,7 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-3.932694905,,5 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-3.980189507,,1 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.027684109,,4 (0.0)
"mean_corpuscular_hemoglobin, n (%)",-4.075178711,,6 (0.0)
